SCHOOL,SPELL,LEVEL,RANGE,MAGIC,AFFECTS,NO AFFECT,IGNORE AR,PRIMARY,AOE,NEGATION,xEFFECT,xAOE,xNEGATION,SPECIAL,SLOW,SCATTER,DESCRIPTION
Storm Magic,Summon Clouds,2,1,Y,-,-,-,Summon,-,-,-,-,-,1-2 Cloud Elementals,Y,-,A maximum of about 25 Cloud Elementals can be summoned in a single battle
Storm Magic,Thunder Strike,2,15,Y,-,-,Y,Shock 1-45,Single,-,Shock 1,Burst 6,-,-,Y,Y,
Storm Magic,Thunder Ward,2,6,Y,-,-,-,Shock Resistance*,Burst 25,-,-,-,-,-,-,-,Shock Damage reduced by (x)%*
Storm Magic,Thunderhead,2,15,Y,-,-,Y,Shock 1-12,3 strikes,-,Shock 1,Burst 6,-,-,Y,-,
Storm Magic,Wind Guide,2,8,Y,Only Friendly,-,-,Wind Guide,Burst 25,-,-,-,-,-,-,-,"+1 Range, +1 Damage for missiles; Arrows and Javelins will hit target more easily"
Storm Magic,Arcane Tempest,3,0,Y,Only Enemy,-,-,Blunt 1-3,All Enemies,-,Stun,-,STR 2d4,-,Y,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Storm Magic,Call Lightning,3,10,Y,-,-,Y,Shock 1-8,12 strikes,-,Stun,-,MR 2d4 (reg),-,-,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Storm Magic,Friendly Storm,3,0,Y,Only Friendly,-,-,Air Shield*,All Friends,-,-,-,-,-,-,-,x%* chance of taking no Damage from normal non-magical missile attacks
Storm Magic,Gale,3,0,-,-,-,-,Blunt 1-5,Entire Battlefield,-,Stun,-,STR 2d4,-,Y,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Storm Magic,Lightning Storm,3,10,Y,-,-,Y,Shock 1-14,12 bounces range 2,-,-,-,-,-,-,-,
Storm Magic,Quicken Army,3,8,Y,Only Friendly,Lifeless,-,Quickness,All Friends,-,-,-,-,-,-,-,A unit with quickness will move fast in combat and also avoide about 1/4 of all attacks made against it
Tree Magic,Confusion,1,8,Y,-,Mindless,-,Confusion,Single,MR 2d4,-,-,-,-,-,-,Confused units do nothing (50% chance) or switch sides (10% chance) or move in a random direction instead of advancing (75%)
Tree Magic,Poison Arrow,1,5,-,-,-,xEffect only,Pierce 1-6,Single,-,Poison 1-10,Single,-,-,-,-,
Tree Magic,Poison Vine,1,6,-,-,-,xEffect only,Entanglement,Single,-,Poison 1-5,Single,-,-,-,-,Entangled victim cannot do anything until it breaks free by making a successful Strenght test vs 1d14
Tree Magic,Sleep,1,8,Y,Only Enemy,Mindless,-,Sleep,2 strikes,(gd) MR 2d6,-,-,-,-,-,-,Sleeping units are immobilized. The unit sleeps until it is hit or awakens on its own. (5% chance each combat round)
Tree Magic,Strength,1,8,Y,-,-,-,Strength +2,Burst 3,-,-,-,-,-,-,-,
Tree Magic,Tangle Vine,1,6,-,-,Flying/Floating,-,Entanglement,Single,-,-,-,-,-,-,-,Entangled victim cannot do anything until it breaks free by making a successful Strenght test vs 1d14
Tree Magic,Vine Arrow,1,5,-,-,Flying/Floating (xEffect Only),-,Pierce 1-6,Single,-,Entanglement,-,-,-,-,-,Entangled victim cannot do anything until it breaks free by making a successful Strenght test vs 1d14
Tree Magic,Animate Tree,2,6,Y,-,-,-,Animate Tree,Single,-,-,-,-,-,-,-,
Tree Magic,Briar Cage,2,6,Y,-,-,-,Entanglement,Burst 9,-,-,-,-,-,-,-,Entangled victim cannot do anything until it breaks free by making a successful Strenght test vs 1d14
Tree Magic,Curse of Wood,2,10,Y,-,Lifeless,-,-,Burst 25,MR 2d4,-,-,-,Change into Tree,-,-,Unit turns into Tree
Tree Magic,Enchanted Sleep,2,10,Y,Only Enemy,Mindless,-,Sleep,Burst 25,MR 2d4,-,-,-,-,-,-,Sleeping units are immobilized. The unit sleeps until it is hit or awakens on its own. (5% chance each combat round)
Tree Magic,Poison Vines,2,6,-,Only Enemy,-,xEffect only,Entanglement,Burst 3,-,Poison 1-5,Single,-,-,-,-,Entangled victim cannot do anything until it breaks free by making a successful Strenght test vs 1d14
Tree Magic,Shooting Thorns,2,6,-,-,-,xEffect only,Pierce 1-2,7 strikes,-,Poison 1-10,Single,-,-,-,-,
Tree Magic,Summon Dragonflies,2,10,-,-,-,-,Summon,-,-,-,-,-,1-4 Dragonflies,-,-,A maximum of about 25 Dragonflies can be summoned in a single battle
Tree Magic,Animate Forest,3,0,Y,-,-,-,Animate Forest,Entire Battlefield,-,-,-,-,-,Y,-,
Tree Magic,Earthquake,3,0,-,-,Flying/Floating,-,Blunt 1-5,Entire Battlefield,-,Stun,-,STR 2d4,x5 damage vs Walls (Primary only),Y,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Tree Magic,Wild Growth,3,10,Y,Only Enemy,-,-,Entanglement,Burst 100,STR 2d4,-,-,-,-,Y,-,Entangled victim cannot do anything until it breaks free by making a successful Strenght test vs 1d14
Troll Magic,Curse,1,16,Y,-,-,-,Curse,Single,-,-,-,-,-,-,-,Cursed units have a greatly increased chance of receiving battle afflictions when they are hit
Troll Magic,Disease,1,8,Y,-,Lifeless,-,Disease,Single,(gd) MR 2d6,-,-,-,-,-,-,"Diseased units have their Strength lowered by one point immediately, but take no extra Damage in combat. After combat, they have a 50% chance of taking 1 point of Damage every month until they die."
Troll Magic,Fear,1,8,Y,-,-,Y,Fear 1-12,Single,(gd) MR 2d6,-,-,-,-,-,-,"Fear Damage is applied against Morale. If the damage roll from fear exceeds the morale of the target, the target panics and runs away"
Troll Magic,Fortitude,1,8,Y,Only Friendly,Ethereal,-,Armor +1,Burst 5,-,-,-,-,-,-,-,
Troll Magic,Sleep Cloud,1,6,Y,-,-,-,Sleep,Burst 5,-,-,-,-,-,-,-,Sleeping units are immobilized. The unit sleeps until it is hit or awakens on its own. (5% chance each combat round)
Troll Magic,Summon Frogs,1,3,Y,-,-,-,Summon,-,-,-,-,-,1-3 Frogs,-,-,A maximum of about 200 Frogs can be summoned in a single battle
Troll Magic,Summon Wolf,1,E,Y,-,-,-,Summon,-,-,-,-,-,1 Wolf,-,-,A maximum of about 40 Wolves can be summoned in a single battle
Troll Magic,A Promise for Life,2,10,Y,Only Enemy,-,-,Curse,Burst 25,-,-,-,-,-,-,-,Cursed units have a greatly increased chance of receiving battle afflictions when they are hit
Troll Magic,Bucket of Frogs,2,3,Y,-,-,-,Summon,-,-,-,-,-,1-8 Frogs,-,-,A maximum of about 200 Frogs can be summoned in a single battle
Troll Magic,Curse of the Frog Prince,2,4,Y,Only Enemy,Lifeless,-,Polymorph,Single,MR 2d4,-,-,-,Change into Frog,-,-,Unit turns into a Frog
Troll Magic,Enchanted Sleep,2,10,Y,Only Enemy,Mindless,-,Sleep,Burst 25,MR 2d4,-,-,-,-,-,-,Sleeping units are immobilized. The unit sleeps until it is hit or awakens on its own. (5% chance each combat round)
Troll Magic,Plague,2,10,Y,Only Enemy,Lifeless,-,Disease,Burst 25,MR 2d4,-,-,-,-,-,-,"Diseased units have their Strength lowered by one point immediately, but take no extra Damage in combat. After combat, they have a 50% chance of taking 1 point of Damage every month until they die."
Troll Magic,Summon Giant Toad,2,E,Y,-,-,-,Summon,-,-,-,-,-,1 Giant Toad,-,-,A maximum of about 15 Giant Toads can be summoned in a single battle
Troll Magic,Summon Monster Toad,2,E,Y,-,-,-,Summon,-,-,-,-,-,1 Monster Toad,-,-,A maximum of about 15 Monster Toads can be summoned in a single battle
Troll Magic,Summon Wolves,2,E,Y,-,-,-,Summon,-,-,-,-,-,1-6 Wolves,-,-,A maximum of about 40 Wolves can be summoned in a single battle
Troll Magic,Terror,2,10,Y,Only Enemy,-,Y,Fear 1-8,Burst 25,(gd) MR 2d6,-,-,-,-,-,-,"Fear Damage is applied against Morale. If the damage roll from fear exceeds the morale of the target, the target panics and runs away"
Troll Magic,Black Death,3,0,Y,All Enemies,-,-,Disease,Entire Battlefield,MR 2d4,-,-,-,-,Y,-,"Diseased units have their Strength lowered by one point immediately, but take no extra Damage in combat. After combat, they have a 50% chance of taking 1 point of Damage every month until they die."
Troll Magic,Dread of Monsters,3,10,Y,-,-,-,Fear 1-8,Burst 100,(gd) MR 2d6,-,-,-,-,-,-,"Fear Damage is applied against Morale. If the damage roll from fear exceeds the morale of the target, the target panics and runs away"
Troll Magic,Slumber of the Stones,3,10,Y,-,Mindless,-,Sleep,Burst 100,MR 2d4,-,-,-,-,Y,-,Sleeping units are immobilized. The unit sleeps until it is hit or awakens on its own. (5% chance each combat round)
Troll Magic,Summon Giant Toads,3,E,Y,-,-,-,Summon,-,-,-,-,-,1-6 Giant Toads,-,-,A maximum of about 15 Giant Toads can be summoned in a single battle
Troll Magic,Summon Wolf Pack,3,E,Y,-,-,-,Summon,-,-,-,-,-,1-16 Wolves,-,-,A maximum of about 40 Wolves can be summoned in a single battle
Unlife,Bolt of Unlife,1,6,Y,-,Lifeless,Y,Magic 1-6,Single,(gd) MR 2d6,-,-,-,Reanimates victim,-,-,"Turns unit into Soulless, if killed"
Unlife,Drain Life,1,5,Y,-,Lifeless,Y,Magic 1-8,Single,-,-,-,-,Drain,-,-,"In addition to causing Damage to their targets, life draining attacks add an equal amount of Hit Points to the attacker, healing them of Damage already suffered or augmenting their Hit Points beyond the normal maximum."
Unlife,Strength Sap,1,8,Y,-,Undead,-,Weakness,Burst 3,(gd) MR 2d6,-,-,-,-,-,-,Weakened units have their Strength and Damage reduced by 2
Unlife,Dark Power,2,8,Y,-,Lifeless,Y,Magic 1-7,3 Strikes,-,-,-,-,Drain,-,-,"In addition to causing Damage to their targets, life draining attacks add an equal amount of Hit Points to the attacker, healing them of Damage already suffered or augmenting their Hit Points beyond the normal maximum."
Unlife,Finger of Death,2,8,Y,-,Lifeless,Y,Magic 1-999,Single,-,Paralyzation,-,STR 2d4,-,-,-,Paralyzed units are immobilized and cannot do anything until the effect wears off. (10% chance each combat round)
Unlife,Soul Vortex,2,5,Y,-,Lifeless,Y,Magic 1-6,Burst 9,-,-,-,-,Drain,-,-,"In addition to causing Damage to their targets, life draining attacks add an equal amount of Hit Points to the attacker, healing them of Damage already suffered or augmenting their Hit Points beyond the normal maximum."
Unlife,Weakness,2,8,Y,-,Undead; Lifeless,-,Weakness,Burst 25,(gd) MR 2d6,-,-,-,-,-,-,Weakened units have their Strength and Damage reduced by 2
Unlife,Chill of the Dead,3,10,Y,-,Undead (xEffect only); Lifeless (xEffect only),Y,Cold 1-13,Burst 25,-,Weakness,-,(gd) MR 2d6,-,-,-,Weakened units have their Strength and Damage reduced by 2
Unlife,Soul Drain,3,0,Y,-,Lifeless,-,Magic 1-6,Entire Battlefield,-,-,-,-,Drain,Y,-,"In addition to causing Damage to their targets, life draining attacks add an equal amount of Hit Points to the attacker, healing them of Damage already suffered or augmenting their Hit Points beyond the normal maximum."
Unlife,Symbol of Unlife,3,10,Y,Only Enemy,-,Y,Magic 1-2,Burst 100,MR 2d4,-,-,-,Reanimates victim,-,-,"Turns unit into Soulless, if killed"
Void Magic,Confusion,1,8,Y,-,Mindless,-,Confusion,Single,MR 2d4,-,-,-,-,-,-,Confused units do nothing (50% chance) or switch sides (10% chance) or move in a random direction instead of advancing (75%)
Void Magic,Mind Burn,1,10,Y,-,Mindless,Y,Magic 1-11,Single,(gd) MR 2d6,-,-,-,-,-,-,
Void Magic,Paralyze,1,10,Y,-,-,-,Paralyzation,Single,MR 2d4,-,-,-,-,-,-,Paralyzed units are immobilized and cannot do anything until the effect wears off. (10% chance each combat round)
Void Magic,Reading the Stars,1,8,Y,Only Friendly,-,-,Luck,2 strikes,-,-,-,-,-,-,-,50% chance of not taking any Damage from an attack
Void Magic,Starlight,1,10,Y,-,-,Y,Magic 1-5,Single,-,Paralyzation,-,(ez) MR 1d5,-,-,-,Paralyzed units are immobilized and cannot do anything until the effect wears off. (10% chance each combat round)
Void Magic,Words of the Void,1,4,Y,-,Mindless,-,Stun,3 strikes,MR 2d4,-,-,-,-,-,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Void Magic,Foresight,2,8,Y,Only Friendly,-,-,Luck,5 strikes,-,-,-,-,-,-,-,50% chance of not taking any Damage from an attack
Void Magic,Invade Mind,2,10,Y,-,Mindless,-,Enslave,Single,MR 2d4,-,-,-,-,-,-,Enslaved units immediately switch sides and attack their former comrades
Void Magic,Mental Overload,2,8,Y,Only Enemy,Mindless,-,Confusion,4 strikes,MR 2d4,-,-,-,-,-,-,Confused units do nothing (50% chance) or switch sides (10% chance) or move in a random direction instead of advancing (75%)
Void Magic,Meteor,2,15,Y,-,-,-,Blunt 1-50,Single,-,Fire 1-8,Burst 5,-,x5 damage vs Walls (Primary only),Y,Y,
Void Magic,Soul Slay,2,10,Y,-,Mindless,Y,Magic 1-999,Single,(gd) MR 2d6,Paralyzation,-,MR 2d4 (reg),-,-,-,Paralyzed units are immobilized and cannot do anything until the effect wears off. (10% chance each combat round)
Void Magic,Star Showers,2,10,Y,-,-,Y,Magic 1-10,5 strikes,-,Paralyzation,-,MR 2d4,-,-,-,Paralyzed units are immobilized and cannot do anything until the effect wears off. (10% chance each combat round)
Void Magic,Strange Hymn,2,6,Y,-,-,-,Paralyzation,Burst 25,(ez) MR 1d5,-,-,-,-,-,-,Paralyzed units are immobilized and cannot do anything until the effect wears off. (10% chance each combat round)
Void Magic,Summon Lesser Horror,2,3,-,-,-,-,Summon,-,-,-,-,-,1 Spine Membrane Horror,Y,-,A maximum of about 10 Spine Membrane Horrors can be summoned in a single battle
Void Magic,A New Way,3,10,Y,-,-,-,Paralyzation,7 strikes,(gd) MR 2d6,-,-,-,-,-,-,Paralyzed units are immobilized and cannot do anything until the effect wears off. (10% chance each combat round)
Void Magic,Meteor Showers,3,0,Y,-,-,-,Blunt 1-40,15% of battlefield,-,Fire 1-8,Burst 5,-,x5 damage vs Walls (Primary only),Y,-,
Void Magic,Mind Vortex,3,0,Y,-,-,-,Paralyzation,Entire Battlefield,(ez) MR 1d5,-,-,-,-,-,-,Paralyzed units are immobilized and cannot do anything until the effect wears off. (10% chance each combat round)
Void Magic,Strange Dimensions,3,10,Y,-,-,-,Etherealness,All Friends,-,-,-,-,-,Y,-,75% chance of taking no Damage from non-magical attacks
Void Magic,Summon Float Cat Horrors,3,3,Y,-,-,-,Summon,-,-,-,-,-,1-4 Float Cat Horrors,Y,-,A maximum of about 10 Float Cat Horrors can be summoned in a single battle
Void Magic,Summon Spine Membranes,3,3,Y,-,-,-,Summon,-,-,-,-,-,1-4 Spine Membrane Horrors,Y,-,A maximum of about 10 Spine Membrane Horrors can be summoned in a single battle
Void Magic,Symbols of Insanity,3,10,Y,Only Enemy,Mindless,-,Confusion,Burst 100,MR 2d4,-,-,-,-,-,-,Confused units do nothing (50% chance) or switch sides (10% chance) or move in a random direction instead of advancing (75%)
Void Magic,Void Gate,3,3,Y,-,-,-,Summon,-,-,-,-,-,1-4 Mind Slime Horrors,Y,-,A maximum of about 5 Mind Slime Horrors can be summoned in a single battle
War and the Sun,Aura of the Sun,1,8,Y,Only Friendly,Undead,-,Awe*,Single,-,-,-,-,-,-,-,Enemy units attacking this unit in melee must pass a morale check (with a penalty of x) in order to successfully land an attack. Awe does not affect ranged attacks or spells
War and the Sun,Blessing,1,8,Y,Only Friendly,-,-,Blessing,Burst 9,-,-,-,-,-,-,-,*
War and the Sun,Blood Boil,1,6,Y,-,Lifeless,Y,Fire 1-15,Single,MR 2d4,-,-,-,-,-,-,
War and the Sun,Regeneration,1,8,Y,-,Lifeless,-,Regeneration,Single,-,-,-,-,-,-,-,The unit heals roughly 10% of its HP every combat round
War and the Sun,Strength,1,8,Y,-,-,-,Strength +2,Burst 3,-,-,-,-,-,-,-,
War and the Sun,Sunlight,1,8,Y,-,-,Y,Fire 1-3,Single,-,Blindness,-,MR 2d4 (reg),x2 damage vs Undead,-,-,Unit almost always misses with attacks
War and the Sun,Greater Blessing,2,8,Y,Only Friendly,-,-,Blessing,Burst 25,-,-,-,-,-,-,-,*
War and the Sun,Incinerate,2,6,Y,-,-,Y,Fire 1-25,Single,-,-,-,-,-,-,-,
War and the Sun,Solar Rays,2,10,Y,-,-,Y,Fire 1-2,Burst 25,-,Blindness,-,(ez) MR 1d5,x2 damage vs Undead,-,-,Unit almost always misses with attacks
War and the Sun,Word of Power,2,4,Y,-,-,-,Paralyzation,Single,(gd) MR 2d6,-,-,-,-,-,-,Paralyzed units are immobilized and cannot do anything until the effect wears off. (10% chance each combat round)
War and the Sun,Army of Jaguars,3,8,Y,-,Lifeless,Y,Regeneration,Burst 25,-,-,-,-,-,-,-,The unit heals roughly 10% of its HP every combat round
War and the Sun,Army of the Sun,3,8,Y,Only Friendly,Undead,-,Awe*,Burst 25,-,-,-,-,-,-,-,Enemy units attacking this unit in melee must pass a morale check (with a penalty of x) in order to successfully land an attack. Awe does not affect ranged attacks or spells
War and the Sun,Smite,3,5,Y,-,-,Y,Fire 1-50,Single,(gd) MR 2d6,-,-,-,-,-,-,
War and the Sun,Solar Brilliance,3,0,Y,-,-,Y,Fire 1-2,Entire Battlefield,-,Blindness,-,MR 2d4 (reg),x2 damage vs Undead,Y,-,Unit almost always misses with attacks
Warrior Wards,Fortitude,1,8,Y,Only Friendly,Ethereal,-,Armor +1,Burst 5,-,-,-,-,-,-,-,
Warrior Wards,Luck,1,8,Y,Only Friendly,-,-,Luck,Single,-,-,-,-,-,-,-,50% chance of not taking any Damage from an attack
Warrior Wards,Strength,1,8,Y,-,-,-,Strength +2,Burst 3,-,-,-,-,-,-,-,
Warrior Wards,Toughness,1,8,Y,-,Ethereal,-,Slash/Blunt/ Pierce Resistance,Single,-,-,-,-,-,-,-,"Half Damage from Slashing, Blunt, and Piercing weapons"
Warrior Wards,Spirit of Fortitude,2,8,Y,Only Friendly,Ethereal,-,Armor +1,Burst 25,-,-,-,-,-,-,-,
Warrior Wards,Spirit of Luck,2,8,Y,Only Friendly,-,-,Luck,Burst 9,-,-,-,-,-,-,-,50% chance of not taking any Damage from an attack
Warrior Wards,Spirit of Strength,2,8,Y,-,-,-,Strength +2,Burst 25,-,-,-,-,-,-,-,
Warrior Wards,Spirit of Toughness,2,8,Y,Only Friendly,Ethereal,-,Slash/Blunt/ Pierce Resistance,Burst 5,-,-,-,-,-,-,-,"Half Damage from Slashing, Blunt, and Piercing weapons"
Warrior Wards,Battle Fortune,3,8,Y,Only Friendly,-,-,Luck,Burst 25,-,-,-,-,-,-,-,50% chance of not taking any Damage from an attack
Warrior Wards,Legion of Stone,3,8,Y,Only Friendly,Ethereal,-,Armor +1,All Friends,-,-,-,-,-,-,-,
White Magic,Air Shield,1,8,Y,Only Friendly,-,-,Air Shield*,Burst 5,-,-,-,-,-,-,-,x%* chance of taking no Damage from normal non-magical missile attacks
White Magic,Aura of Awe,1,8,Y,Only Friendly,Undead,-,Awe*,Single,-,-,-,-,-,-,-,Enemy units attacking this unit in melee must pass a morale check (with a penalty of x) in order to successfully land an attack. Awe does not affect ranged attacks or spells
White Magic,Banish,1,6,Y,-,-,-,Banish,-,MR 2d4,-,-,-,-,-,-,
White Magic,Heal,1,8,Y,Only Friendly,Lifeless,Y,Heal 1-5,Single,-,-,-,-,Increased Healing,-,-,CANNOT heal above half of full HP. Grants increased healing rate for all non-inanimate beings in army
White Magic,Luck,1,8,Y,Only Friendly,-,-,Luck,Single,-,-,-,-,-,-,-,50% chance of not taking any Damage from an attack
White Magic,Resist Magic,1,8,Y,-,-,-,Magic Resistance +2,Single,-,-,-,-,-,-,-,
White Magic,Sunlight,1,8,Y,-,-,Y,Fire 1-3,Single,-,Blindness,-,MR 2d4 (reg),x2 damage vs Undead,-,-,Unit almost always misses with attacks
White Magic,Antimagic,2,8,Y,-,-,-,Magic Resistance +2,Burst 25,-,-,-,-,-,-,-,
White Magic,Divine Aura,2,6,Y,-,Undead,-,Awe*,Burst 9,-,-,-,-,-,-,-,Enemy units attacking this unit in melee must pass a morale check (with a penalty of x) in order to successfully land an attack. Awe does not affect ranged attacks or spells
White Magic,Divine Utterings,2,8,Y,-,-,-,Banish,Burst 9,(ez) MR 1d5,-,-,-,-,-,-,
White Magic,Fortune,2,8,Y,Only Friendly,-,-,Luck,Burst 9,-,-,-,-,-,-,-,50% chance of not taking any Damage from an attack
White Magic,Greater Banishment,2,6,Y,-,-,-,Banish,3 strikes,(gd) MR 2d6,-,-,-,-,-,-,
White Magic,Greater Healing,2,8,Y,Only Friendly,Lifeless,Y,Heal 1-3,Burst 9,-,-,-,-,Increased Healing,-,-,CANNOT heal above half of full HP. Grants increased healing rate for all non-inanimate beings in army
White Magic,Solar Rays,2,10,Y,-,-,Y,Fire 1-2,Burst 25,-,Blindness,-,(ez) MR 1d5,x2 damage vs Undead,-,-,Unit almost always misses with attacks
White Magic,Storm Wind,2,10,-,-,-,-,Blunt 1-4,Burst 25,-,Stun,-,STR 2d4,-,-,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
White Magic,Alter Reality,3,8,Y,Only Friendly,-,-,Luck,All Friends,-,-,-,-,-,Y,-,50% chance of not taking any Damage from an attack
White Magic,Divine Word,3,8,Y,-,-,-,Banish,Burst 9,(gd) MR 2d6,-,-,-,-,-,-,
White Magic,Symbol of Light,3,10,Y,Only Enemy,-,Y,Magic 1-4,Burst 100,MR 2d4,-,-,-,x2 damage vs Undead,-,-,
Witchery,Acid Cloud,1,6,Y,-,-,Y,Acid 1-2,Burst 9,-,-,-,-,-,-,-,
Witchery,Charm,1,5,Y,-,Mindless,-,Charm,Single,(ez) MR 1d5,-,-,-,-,-,-,Charmed units immediately switch sides and attack their former comrades
Witchery,Confusion,1,8,Y,-,Mindless,-,Confusion,Single,MR 2d4,-,-,-,-,-,-,Confused units do nothing (50% chance) or switch sides (10% chance) or move in a random direction instead of advancing (75%)
Witchery,Curse,1,16,Y,-,-,-,Curse,Single,-,-,-,-,-,-,-,Cursed units have a greatly increased chance of receiving battle afflictions when they are hit
Witchery,Poison Cloud,1,6,Y,-,-,Y,Poison 1-4,Burst 5,-,-,-,-,-,-,-,
Witchery,Poison Resistance,1,6,Y,-,-,-,Poison Resistance*,Burst 3,-,-,-,-,-,-,-,Poison Damage reduced by x%*
Witchery,Sleep,1,8,Y,Only Enemy,Mindless,-,Sleep,2 strikes,(gd) MR 2d6,-,-,-,-,-,-,Sleeping units are immobilized. The unit sleeps until it is hit or awakens on its own. (5% chance each combat round)
Witchery,Venom,1,6,Y,-,-,Y,Poison 1-20,Single,-,-,-,-,-,-,-,
Witchery,Acid Mist,2,8,Y,-,-,Y,Acid 1-2,Burst 25,-,-,-,-,-,-,-,
Witchery,Charm,2,5,Y,-,Mindless,-,Charm,Single,MR 2d4,-,-,-,-,-,-,Charmed units immediately switch sides and attack their former comrades
Witchery,Cloud of Confusion,2,8,Y,-,Mindless,-,Confusion,Burst 9,MR 2d4,-,-,-,-,-,-,Confused units do nothing (50% chance) or switch sides (10% chance) or move in a random direction instead of advancing (75%)
Witchery,Curse of the Frog Prince,2,4,Y,Only Enemy,Lifeless,-,Polymorph,Single,MR 2d4,-,-,-,Change into Frog,-,-,Unit turns into a Frog
Witchery,Enchanted Sleep,2,10,Y,Only Enemy,Mindless,-,Sleep,Burst 25,MR 2d4,-,-,-,-,-,-,Sleeping units are immobilized. The unit sleeps until it is hit or awakens on its own. (5% chance each combat round)
Witchery,Poison Mist,2,8,Y,-,-,Y,Poison 1-8,Burst 25,-,-,-,-,-,-,-,
Witchery,Venom Ward,2,6,Y,-,-,-,Poison Resistance*,Burst 15,-,-,-,-,-,-,-,Poison Damage reduced by x%*
Witchery,Venomous Death,2,6,Y,-,-,Y,Poison 1-60,Single,-,-,-,-,-,-,-,
Witchery,Curse of Pigs,3,10,Y,Only Enemy,Lifeless,-,Polymorph,Burst 100,(ez) MR 1d5,-,-,-,Change into Boar,Y,-,Unit turns into Boar
Witchery,Enchanting Voice,3,10,Y,Only Enemy,Mindless,-,Sleep,Burst 100,MR 2d4,-,-,-,-,-,-,Sleeping units are immobilized. The unit sleeps until it is hit or awakens on its own. (5% chance each combat round)
Witchery,Mass Charm,3,5,Y,Only Enemy,Mindless,-,Charm,Burst 15,(ez) MR 1d5,-,-,-,-,-,-,Charmed units immediately switch sides and attack their former comrades
Witchery,Mist of Confusion,3,10,Y,-,Mindless,-,Confusion,Burst 25,MR 2d4,-,-,-,-,-,-,Confused units do nothing (50% chance) or switch sides (10% chance) or move in a random direction instead of advancing (75%)
Witchery,True Charm,3,8,Y,-,Mindless,-,Charm,Single,(gd) MR 2d6,-,-,-,-,-,-,Charmed units immediately switch sides and attack their former comrades
Wizardry,Acid Darts,1,6,Y,-,-,Y,Acid 1-5,2 strikes,-,-,-,-,-,-,-,
Wizardry,Air Shield,1,8,Y,Only Friendly,-,-,Air Shield*,Burst 5,-,-,-,-,-,-,-,x%* chance of taking no Damage from normal non-magical missile attacks
Wizardry,Combustion,1,6,Y,-,-,-,Burn,4 strikes,-,-,-,-,Burn Forest,-,-,"Burning units will take fire damage each round. Large units take more damage than small units. Chance to put out fire each round, greater chance with Fire Resist; Grants Burn Forest ability"
Wizardry,Confusion,1,8,Y,-,Mindless,-,Confusion,Single,MR 2d4,-,-,-,-,-,-,Confused units do nothing (50% chance) or switch sides (10% chance) or move in a random direction instead of advancing (75%)
Wizardry,Flames,1,6,Y,-,-,-,Fire 1-3,Burst 3,-,-,-,-,-,-,-,
Wizardry,Frozen Heart,1,8,Y,-,Lifeless,Y,Cold 1-20,Single,MR 2d4,-,-,-,-,-,-,
Wizardry,Stone Shards,1,6,Y,-,-,-,Blunt 1-4,3 strikes,-,-,-,-,-,-,-,
Wizardry,Venom,1,6,Y,-,-,Y,Poison 1-20,Single,-,-,-,-,-,-,-,
Wizardry,Acid Spray,2,5,Y,-,-,Y,Acid 1-10,Narrow Cone 10,-,-,-,-,-,-,-,
Wizardry,Chain Lightning,2,6,Y,-,-,Y,Shock 1-5,8 bounces range 2,-,-,-,-,-,-,-,
Wizardry,Eruption,2,6,-,-,Flying/Floating,-,Blunt 1-9,Burst 5,-,Stun,-,STR 2d4,x5 damage vs Walls (Primary only),-,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Wizardry,Fireball,2,6,Y,-,-,-,Fire 1-15,Burst 5,-,-,-,-,Burn Forest,-,-,Grants Burn Forest ability
Wizardry,Oak Army,2,8,Y,Only Friendly,Ethereal,-,Armor +1,Burst 25,-,-,-,-,-,-,-,
Wizardry,Poison Mist,2,8,Y,-,-,Y,Poison 1-8,Burst 25,-,-,-,-,-,-,-,
Wizardry,Protective Winds,2,8,Y,Only Friendly,-,-,Air Shield*,Burst 20,-,-,-,-,-,-,-,x%* chance of taking no Damage from normal non-magical missile attacks
Wizardry,Acid Rain,3,8,Y,-,-,Y,Acid 1-12,Burst 25,-,-,-,-,-,-,-,
Wizardry,Call Lightning,3,10,Y,-,-,Y,Shock 1-8,12 strikes,-,Stun,-,MR 2d4 (reg),-,-,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Wizardry,Flame Storm,3,10,Y,-,-,-,Fire 1-7,Burst 50,-,-,-,-,Burn Forest,-,-,Grants Burn Forest ability
Wizardry,Invulnerability,3,0,Y,-,-,-,Non-Magical Invulnerability,Single,-,-,-,-,-,-,-,"A unit with this ability cannot be harmed by Slash, Pierce, or Blunt damage unless it is magical"
